1.2260132	0	0	0	0.079414155	-1.177270268	-0.033616411	40.90162055	5.275183358	0.206284165
4.0831432	0	0	-1.568883221	-0.103461643	-1.43618759	0.174085658	15.20160241	4.697944057	-0.991518838
39.4789792	-0.005008562	-1.299402118	-1.574964164	-1.770108645	-0.333349413	-0.325494253	7.153197488	2.191730653	-3.681128329
62.8819761	-0.00965576	-2.516396063	-1.568883221	-0.020377429	-0.239776115	1.043313817	0.006756447	1.14376451	0.045324067
88.5869785	-0.009108786	-3.737811243	-1.568883221	0.013639737	0.816174298	1.175113677	0.010781578	3.005575681	0.036060016
96.2720919	-0.007928762	-3.736686203	8.97E-16	0.012460536	0.436774107	0.435583037	0.010198463	4.363404271	0.064817595
119.3469858	1.119470278	-3.82529901	-0.006080943	0.906209538	-3.410070443	0.209957161	0.3646472	2.324980933	-0.910478173
138.1709808	2.337941039	-3.827106629	-0.006080943	2.308276577	-3.829525836	0.014565999	0.028587746	0.033639365	-0.025221999
147.5700032	2.339129304	-3.827168831	3.137766442	2.323192681	-3.833646438	-0.575640248	0.00734252	0.001177406	0.000744249
168.9141495	1.317895265	-3.833677078	3.137766442	1.315564158	-3.866130057	-1.172710979	0.006676827	0.001602822	0.000659739
179.7499757	0.100896948	-3.834931142	-3.139337922	0.105377281	-3.888048835	0.026937003	0.005154911	0.001203486	-7.15E-05
196.505981	0.099313416	-3.835041232	1.568883221	0.10075579	-3.882115683	1.585034367	0.004053086	0.00108475	7.95E-05
216.9999806	0.009419163	-2.715040762	1.568883221	-0.001645826	-2.745744251	1.550416601	0.001978536	0.001174012	-0.000137034
237.4889796	0.005405658	-1.496574037	1.568883221	-0.003959964	-1.528579419	1.578953389	0.002099581	0.001512005	-0.000120952
